LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
"4050030000","4050014600","4050014700","3","106","000","1132",일주동로,"0","0","000","50","0","0","0",90.16740000000,
"4050029302","4050014400","4050014201","3","106","003","1132",일주동로,"0","0","000","50","0","0","0",152.33290000000,
"4050030100","4050014900","4050014800","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",300.87250000000,
"4050030200","4050014800","4050014900","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",302.84790000000,
"4050030300","4050014800","4050014700","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",179.56100000000,
"4050030400","4050014700","4050014800","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",172.30700000000,
"4050030500","4050015000","4050014900","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",275.55170000000,
"4050030600","4050014900","4050015000","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",280.48480000000,
"4050030700","4050015100","4050015000","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",112.16150000000,
"4050030800","4050015000","4050015100","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",112.30240000000,
"4050031100","4050078800","4050015100","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",520.83190000000,
"4050031200","4050015100","4050078800","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",515.89220000000,
"4050031300","4050015400","4050015700","3","106","000","1132",일주동로,"0","0","000","50","0","0","0",179.00010000000,
"4050031400","4050015700","4050015400","3","106","000","1132",일주동로,"0","0","000","50","0","0","0",178.13960000000,
"4050031500","4050015400","4050015500","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",371.24840000000,
"4050031600","4050015500","4050015400","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",373.77650000000,
"4050031701","4050015700","4050015701","3","106","000","1132",일주동로,"0","0","000","50","0","0","0",58.82070000000,
"4050031702","4050015701","4050015200","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",934.98560000000,
"4050031801","4050015701","4050015700","3","106","000","1132",일주동로,"0","0","000","50","0","0","0",58.80000000000,
"4050031802","4050015200","4050015701","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",941.06280000000,
"4050031901","4050078900","4050078800","3","106","003","1132",일주동로,"0","0","000","60","0","0","0",35.27100000000,
"4050031903","4050015500","4050079500","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",40.81060000000,
"4050031904","4050079500","4050078900","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",237.66480000000,
"4050032001","4050078800","4050078900","3","106","003","1132",일주동로,"0","0","000","60","0","0","0",35.25500000000,
"4050032003","4050078900","4050079500","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",237.16480000000,
