"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"우도면사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 우도면 우도로 153,,제주특별자치도,1899-8852,33.5063307,126.953232,2019-06-30
"우도보건지소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 우도면 우도로 153,,제주특별자치도,1899-8852,33.5063307,126.953232,2019-06-30
"상하수도본부",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,2,1,N,제주특별자치도 제주시 조천읍 중산간동로 601,,제주특별자치도,1899-8852,33.4996454,126.6503584,2019-06-30
"상하수도본부",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 중산간동로 601,,환경부(한국자동차환경협회),1661-9408,33.4996454,126.6503584,2019-06-30
"제주돌문화공원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 남조로 2023,,제주특별자치도,1899-8852,33.4486627,126.6589493,2019-06-30
"제주돌문화공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,4,N,제주특별자치도 제주시 조천읍 남조로 2023,,환경부(한국자동차환경협회),1661-9408,33.4486627,126.6589493,2019-06-30
"제주동물위생시험소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 번영로 941,,제주특별자치도,1899-8852,33.4757908,126.6381228,2019-06-30
"제주세계자연유산센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,3,N,제주특별자치도 제주시 조천읍 선교로 569-36,,제주특별자치도,1899-8852,33.4569205,126.7147513,2019-06-30
"조천 항일기념관",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,　제주특별자치도 제주시 조천읍 신북로 303,,제주특별자치도,1899-8852,33.5415236,126.6425739,2019-06-30
"조천 항일기념관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,DC콤보,0,2,N,　제주특별자치도 제주시 조천읍 신북로 303,,환경부(한국자동차환경협회),1661-9408,33.5415236,126.6425739,2019-06-30
"조천119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천리 833-5,제주특별자치도 제주시 조천리 833-5,제주특별자치도,1899-8852,33.5410941,126.6469034,2019-06-30
"조천119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천리 833-5,제주특별자치도 제주시 조천리 833-5,한국전력,1899-2100,33.5410941,126.6469034,2019-06-30
"조천읍사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,3,1,N,제주특별자치도 제주시 조천읍 신북로 194,,제주특별자치도,1899-8852,33.5345995,126.6342946,2019-06-30
"조천읍사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,DC콤보,0,2,N,제주특별자치도 제주시 조천읍 신북로 194,,환경부(한국자동차환경협회),1661-9408,33.5345995,126.6342946,2019-06-30
"조천체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 조천18길 11-1,,제주특별자치도,1899-8852,33.5397165,126.6439447,2019-06-30
"조천체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 조천18길 11-1,,환경부(한국자동차환경협회),1661-9408,33.5397165,126.6439447,2019-06-30
"추자도보건지소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 영흥리 364-13,제주특별자치도 제주시 영흥리 364-13,제주특별자치도,1899-8852,33.9604004,126.2960433,2019-06-30
"추자면사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 추자면 추자로 26,,제주특별자치도,1899-8852,33.96370145,126.2960688,2019-06-30
"추자면사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 추자면 추자로 26,,환경부(한국자동차환경협회),1661-9408,33.96370145,126.2960688,2019-06-30
"제주서부하수처리장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한경면 판포리 1608,제주특별자치도 제주시 한경면 판포리 1608,제주특별자치도,1899-8852,33.370031,126.2062628,2019-06-30
"한경면사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,2,1,N,제주특별자치도 제주시 한경면 두신로 84(신창리),,제주특별자치도,1899-8852,33.35011034,126.1841057,2019-06-30
"서부농업기술센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 월림7길 90,,제주특별자치도,1899-8852,33.353628,126.2483963,2019-06-30
"서부농업기술센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 한림읍 월림7길 90,,한국전력,1899-2100,33.353628,126.2483963,2019-06-30
"서부보건소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,8,0,N,제주특별자치도 제주시 한림읍 강구로 5,,제주특별자치도,1899-8852,33.4123118,126.2696764,2019-06-30
"서부소방서",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,3,0,N,제주특별자치도 제주시 한림읍 한림중앙로 150,,제주특별자치도,1899-8852,33.4024456,126.270402,2019-06-30
"서부소방서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 한림읍 한림중앙로 150,,한국전력,1899-2100,33.4024456,126.270402,2019-06-30
"한림읍사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한림읍 한림상로 132,,제주특별자치도,1899-8852,33.410104,126.2670984,2019-06-30
"한림읍사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 한림읍 한림상로 132,,환경부(한국자동차환경협회),1661-9408,33.410104,126.2670984,2019-06-30
"한림체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한림읍 한림중앙로 71-9,,제주특별자치도,1899-8852,33.4089702,126.2684786,2019-06-30
"한림체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,3,N,제주특별자치도 제주시 한림읍 한림중앙로 71-9,,환경부(한국자동차환경협회),1661-9408,33.4089702,126.2684786,2019-06-30
"한림체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 한림읍 한림중앙로 71-9,,한국전력,1899-2100,33.4089702,126.2684786,2019-06-30
"국립제주박물관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 일주동로 17(건입동),,한국전력,1899-2100,33.5139974,126.5489702,2019-06-30
"제주소방서 항만119센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 임항로 146(건입동),,환경부(한국자동차환경협회),1661-9408,33.5201279,126.5393656,2019-06-30
"제주해양경비안전서",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 임항로 154(건입동),,한국전력,1899-2100,33.519783,126.5403164,2019-06-30
"구좌체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 구좌읍 김녕로 209,,환경부(한국자동차환경협회),1661-9408,33.5561992,126.7616506,2019-06-30
"만장굴",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 구좌읍 만장굴길 182,,환경부(한국자동차환경협회),1661-9408,33.5291000,126.7714308,2019-06-30
"비자림",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 구좌읍 비자숲길 55,,환경부(한국자동차환경협회),1661-9408,33.4913168,126.8113883,2019-06-30
"세화오일장인근주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 구좌읍 세화리 1500-41,제주특별자치도 제주시 구좌읍 세화리 1500-41,환경부(한국자동차환경협회),1661-9408,33.4895966,126.8316644,2019-06-30
"용암해수산업화지원센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 구좌읍 일주동로 2706-40,,환경부(한국자동차환경협회),1661-9408,33.5425855,126.8121733,2019-06-30
"해녀박물관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 구좌읍 일주동로 2706-40,,환경부(한국자동차환경협회),1661-9408,33.5425855,126.8121733,2019-06-30
"환경성질환예방관리센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 구좌읍 다랑쉬북로 68-92,,환경부(한국자동차환경협회),1661-9408,33.48558365,126.8104242,2019-06-30
"어리목주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 1100로 2070-61(해안동),,환경부(한국자동차환경협회),1661-9408,33.3922314,126.4945663,2019-06-30
"어리목주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 1100로 2070-61(해안동),,한국전력,1899-2100,33.3922314,126.4945663,2019-06-30
"해군호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 해안마을서2길 19,,환경부(한국자동차환경협회),1661-9408,33.4590325,126.448717,2019-06-30
"롯데마트신제주점",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 노형동 708,제주특별자치도 제주시 노형동 708,환경부(한국자동차환경협회),1661-9408,33.4824201,126.4819325,2019-06-30
"오일시장일대공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 오일장서길 26(도두일동),,환경부(한국자동차환경협회),1661-9408,33.4974552,126.4747907,2019-06-30
"노루생태공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 명림로 520(봉개동),,환경부(한국자동차환경협회),1661-9408,33.4444421,126.6266442,2019-06-30
"관음사휴게소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 산록북로 588(오등동),,환경부(한국자동차환경협회),1661-9408,33.4218993,126.5503226,2019-06-30
"관음사휴게소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 산록북로 588(오등동),,한국전력,1899-2100,33.4218993,126.5503226,2019-06-30
"별빛누리공원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 선돌목동길 60(오등동),,환경부(한국자동차환경협회),1661-9408,33.4450231,126.5492487,2019-06-30
"아라지구공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 아라동 6140-4,제주특별자치도 제주시 아라동 6140-4(염광아파트옆),환경부(한국자동차환경협회),1661-9408,33.4703785,126.5476976,2019-06-30
"제주테크노파크방송통신융합센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 첨단로 241(영평동),,환경부(한국자동차환경협회),1661-9408,33.451093,126.572006,2019-06-30
"탐라중학교공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 아라동 3008-1,제주특별자치도 제주시 아라동 3008-1,환경부(한국자동차환경협회),1661-9408,33.4763498,126.5450031,2019-06-30
"한국폴리텍대학 제주캠퍼스",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 산천단동3길 2(아라일동),,환경부(한국자동차환경협회),1661-9408,33.4478624,126.5612608,2019-06-30
"한라생태숲",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 516로2596(용강동),,환경부(한국자동차환경협회),1661-9408,33.430924,126.595761,2019-06-30
"녹고뫼 안트레안내센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 유수암리 1178-1,제주특별자치도 제주시 애월읍 유수암리 1178-1,환경부(한국자동차환경협회),1661-9408,33.4059516764,126.40796934,2019-06-30
"봉성리 종합복지회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 봉성로 105,,환경부(한국자동차환경협회),1661-9408,33.4221038,126.3124995,2019-06-30
"상가리사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 상가중길 23,,환경부(한국자동차환경협회),1661-9408,33.4496848,126.3457585,2019-06-30
"애월도서관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 일주서로 6339,,환경부(한국자동차환경협회),1661-9408,33.4633212,126.3314033,2019-06-30
"하귀1지구 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 하귀1리 176-3,제주특별자치도 제주시 애월읍 하귀1리 176-3,환경부(한국자동차환경협회),1661-9408,33.4845878,126.4177465,2019-06-30
"클럽다인리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 애월해안로 400-9,,환경부(한국자동차환경협회),1661-9408,33.4710066,126.3514646,2019-06-30
"시리우스호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 연동 2334-4,제주특별자치도 제주시 연동 2334-4,환경부(한국자동차환경협회),1661-9408,33.4934468418,126.4909571,2019-06-30
"한라도서관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 오남로 221(오라이동),,환경부(한국자동차환경협회),1661-9408,33.4763664,126.516046,2019-06-30
"외도구획정리지구",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 외도1동 482-1,제주특별자치도 제주시 외도1동 482-1,환경부(한국자동차환경협회),1661-9408,33.4899087,126.432638,2019-06-30
"외도부영2차아파트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 우평로 318(외도일동),,환경부(한국자동차환경협회),1661-9408,33.48498216,126.433522,2019-06-30
"제주국제공항",건물주차장1F,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,Y,제주특별자치도 제주시 공항로 2(용담2동),,환경부(한국자동차환경협회),1661-9408,33.5063344,126.4952613,2019-06-30
"제주국제공항",야외주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,6,9,Y,제주특별자치도 제주시 공항로 2(용담2동),,한국전력,1899-2100,33.5063344,126.4952613,2019-06-30
"삼성혈 인근 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 이도1동 1293-1,제주특별자치도 제주시 이도1동 1293-1,환경부(한국자동차환경협회),1661-9408,33.5046445,126.5303835,2019-06-30
"도남e편한세상아파트1차",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 오남로 7-13,,환경부(한국자동차환경협회),1661-9408,33.4949748,126.5226164,2019-06-30
"제주상공회의소 뒤 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 도남동 574-3,제주특별자치도 제주시 도남동 574-3,환경부(한국자동차환경협회),1661-9408,33.4904195,126.5201501,2019-06-30
"신천지아파트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 천수로 72(일도이동),,환경부(한국자동차환경협회),1661-9408,33.50447886,126.5447864,2019-06-30
"영락교회 인근 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,2,N,제주특별자치도 제주시 일도2동 488-1,제주특별자치도 제주시 일도2동 488-1,환경부(한국자동차환경협회),1661-9408,33.5106341,126.5442435,2019-06-30
"거문오름 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 조천읍 선교로 569-36,,환경부(한국자동차환경협회),1661-9408,33.4569205,126.7147513,2019-06-30
"교래자연휴양림",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 남조로 2023,,환경부(한국자동차환경협회),1661-9408,33.4486627,126.6589493,2019-06-30
"람사르습지 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 조천읍 동백로 77,,환경부(한국자동차환경협회),1661-9408,33.50969881,126.7156674,2019-06-30
"산굼부리",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 조천읍 교래리 산38-2,제주특별자치도 제주시 조천읍 교래리 산38-2,환경부(한국자동차환경협회),1661-9408,33.4087482,126.635052,2019-06-30
"성판악휴게소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 교래리 산137-2,제주특별자치도 제주시 조천읍 교래리 산137-2,환경부(한국자동차환경협회),1661-9408,33.4087482,126.635052,2019-06-30
"행운식품",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 함덕리 906번지,조천읍 함덕리 906번지,환경부(한국자동차환경협회),1661-9408,33.5368718,126.6699363,2019-06-30
"제주현대미술관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 한경면 저지14길 35,,환경부(한국자동차환경협회),1661-9408,33.33969225,126.2656922,2019-06-30
"한경도서관 앞 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 한경면 신창리 233-1,제주특별자치도 제주시 한경면 신창리 233-1,환경부(한국자동차환경협회),1661-9408,33.3498289,126.1845735,2019-06-30
"한경체육관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 제주시 한경면 칠전로 41,,환경부(한국자동차환경협회),1661-9408,33.3014102,126.1845554,2019-06-30
"한림공원 인근 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 한림읍 금능리 2018,,환경부(한국자동차환경협회),1661-9408,33.3910691,126.2372035,2019-06-30
"(재)테크노파크 생물종다양성연구소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 남원읍 신례동로 338,,환경부(한국자동차환경협회),1661-9408,33.31464154,126.634748,2019-06-30
"(재)테크노파크 생물종다양성연구소",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,4,N,제주특별자치도 서귀포시 남원읍 신례동로 338,,제주테크노파크,,33.31464154,126.634748,2019-06-30
"남원읍 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 남원읍 남원리 84-2,제주특별자치도 서귀포시 남원읍 남원리 84-2,환경부(한국자동차환경협회),1661-9408,33.2788184,126.7214486,2019-06-30
"위미의례회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 남원읍 중산간동로 6862,,환경부(한국자동차환경협회),1661-9408,33.2897921,126.657825,2019-06-30
"월드컵경기장 인근 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 서귀포시 법환동 870,,환경부(한국자동차환경협회),1661-9408,33.2481172,126.5110332,2019-06-30
"서귀포혁신도시공영주차장(국토교통부인재개발원 앞)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 서호동 1603,제주특별자치도 서귀포시 서호동 1603,환경부(한국자동차환경협회),1661-9408,33.2784399,126.5169922,2019-06-30
"대정감협 인근 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 대정읍 하모리 964-2,제주특별자치도 서귀포시 대정읍 하모리 964-2,환경부(한국자동차환경협회),1661-9408,33.2230292,126.2520661,2019-06-30
"제주 곶자왈 도립공원입구",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 대정읍 에듀시티로 178,,환경부(한국자동차환경협회),1661-9408,33.28322252,126.2735723,2019-06-30
"대정문화체육센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,3,N,제주특별자치도 서귀포시 대정읍 동일리 3171,제주특별자치도 서귀포시 대정읍 동일리 3171,환경부(한국자동차환경협회),1661-9408,33.2633536,126.2351338,2019-06-30
"서귀포시민회관",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 동홍로 31-7(동홍동),,환경부(한국자동차환경협회),1661-9408,33.25169148,126.5667351,2019-06-30
"서귀포 자기주도학습지원센터",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 동홍중앙로7번길 19,,환경부(한국자동차환경협회),1661-9408,33.25129639,126.5703212,2019-06-30
"퐁낭작은도서관 앞 공영주차장(비석거리)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 동홍중앙로 56(동홍동),,환경부(한국자동차환경협회),1661-9408,33.25544697,126.5722626,2019-06-30
"서귀포성당 뒤 주차장(솔동산로근처)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 서귀동 600-3,제주특별자치도 서귀포시 서귀동 600-3,환경부(한국자동차환경협회),1661-9408,33.2436583,126.5629579,2019-06-30
"서귀포시 매일시장 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 서귀포시 중앙로62번길 18(서귀동),,환경부(한국자동차환경협회),1661-9408,33.2501708,126.5636786,2019-06-30
"아랑조을거리 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 서귀동 312-6,제주특별자치도 서귀포시 서귀동 312-6,환경부(한국자동차환경협회),1661-9408,33.2477823,126.5603076,2019-06-30
"모구리야영장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 성산읍 서성일로 260,,환경부(한국자동차환경협회),1661-9408,33.4059591,126.821694,2019-06-30
"성산읍 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 성산읍 고성리 327-1,제주특별자치도 서귀포시 성산읍 고성리 327-1,환경부(한국자동차환경협회),1661-9408,33.4242095,126.931111,2019-06-30
"성산일출봉 공영주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,1,3,N,제주특별자치도 서귀포시 성산읍 일출로 284-6,,환경부(한국자동차환경협회),1661-9408,33.4624691,126.9352237,2019-06-30
"일출랜드",주차장,제주특별자치도,연중무휴,09:00,18:00,N,Y,AC3상+DC차데모 +DC콤보,0,3,N,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,환경부(한국자동차환경협회),1661-9408,33.3835243,126.8413634,2019-06-30
"봄그리고가을리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,,환경부(한국자동차환경협회),1661-9408,33.474087,126.9110984,2019-06-30
"성산포 공영주차장(야외)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,6,N,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도 서귀포시 성산읍 성산리 347-9,환경부(한국자동차환경협회),1661-9408,33.4719123953,126.9331983,2019-06-30
"보목하수처리장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 보목로64번길 155(보목동),,환경부(한국자동차환경협회),1661-9408,33.243313,126.5914917,2019-06-30
"산방산 주차장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,제주특별자치도 서귀포시 안덕면 사계리 163-1,제주특별자치도 서귀포시 안덕면 사계리 163-1,환경부(한국자동차환경협회),1661-9408,33.2359439,126.3119793,2019-06-30
