"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"자인빌리지펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 하신상로 174-21,,지엔텔,1544-4279,33.2746746,126.609829,2019-06-30
"돈내코힐리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 돈내코로 178,,지엔텔,1544-4279,33.30276818,126.5786673,2019-06-30
"가산토방",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 토평동 3077,제주특별자치도 서귀포시 토평동 3077,지엔텔,1544-4279,33.287717,126.5776882,2019-06-30
"중문훼미리콘도미니엄",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 소보리당로164번길 83,,지엔텔,1544-4279,33.2659029,126.3837498,2019-06-30
"그랜드메르호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 하예동 460-1,제주특별자치도 서귀포시 하예동 460-1,지엔텔,1544-4279,33.2397661,126.3860740,2019-06-30
"제주아이브",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 산록남로 1966-34,,지엔텔,1544-4279,33.28877784,126.4961055,2019-06-30
"모던플레이스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 상예동 185-1,제주특별자치도 서귀포시 상예동 185-1,지엔텔,1544-4279,33.2679552,126.3947650392,2019-06-30
"뷰티플리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대포동 1266,제주특별자치도 서귀포시 대포동 1266,지엔텔,1544-4279,33.2433648,126.4467632,2019-06-30
"에리두",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 대포복개로 37,,지엔텔,1544-4279,33.24175167,126.4346153,2019-06-30
"중문예촌펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 상예로 249-9(상예동),,지엔텔,1544-4279,33.2680297,126.3940007,2019-06-30
"파밀리아 호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대포동서로 63-20,,지엔텔,1544-4279,33.240958,126.437999,2019-06-30
"하이랜드",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 대포동 2270,제주특별자치도 서귀포시 대포동 2270,지엔텔,1544-4279,33.2422489,126.4453293,2019-06-30
"돔그라미",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 가시로 137,,지엔텔,1544-4279,33.3556023,126.7938995,2019-06-30
"아망뜨휴양펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 표선면 민속해안로 11,,지엔텔,1544-4279,33.3060146,126.8063255,2019-06-30
"빠담빠담게스트하우스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 돈오름로 198-4,,지엔텔,1544-4279,33.3296244,126.8182695,2019-06-30
"제주허브동산",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 돈오름로 170,,지엔텔,1544-4279,33.3298498,126.8148541,2019-06-30
"제주조랑말타운",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 번영로 2454,제주특별자치도 서귀포시 표선면 성읍리 2867,지엔텔,1544-4279,33.4091347,126.7701478,2019-06-30
"선스토리",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 표선리 1160-1,제주특별자치도 서귀포시 표선면 표선리 1160-1,지엔텔,1544-4279,33.3161575332,126.837364287,2019-06-30
"제주스카이휴양펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 세성로 352-32,,지엔텔,1544-4279,33.3355222,126.7983666,2019-06-30
"나우씨앤씨",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 신효동 506-9,제주특별자치도 서귀포시 신효동 506-9,지엔텔,1544-4279,33.2722076,126.610172882,2019-06-30
"도라미펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 신효동 924,제주특별자치도 서귀포시 신효동 924. 1층,지엔텔,1544-4279,33.2601746,126.6096391,2019-06-30
"소금막호스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 하효동 1028-2,제주특별자치도 서귀포시 하효동 1028-2,지엔텔,1544-4279,33.2505003023,126.6205806,2019-06-30
"마빈",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 일주동로 1532,,지엔텔,1544-4279,33.5489689,126.6975528,2019-06-30
"제주오토갤러리",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 화남로 8,,지엔텔,1544-4279,33.5172474,126.5625607,2019-06-30
"세진자동차공업사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 화남로 12,,지엔텔,1544-4279,33.5168203,126.5631221,2019-06-30
"글로벌투어",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 오광로 189,,지엔텔,1544-4279,33.4806793,126.4651825,2019-06-30
"제주뮤지엄컴플렉스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한림읍 관산로 942,,지엔텔,1544-4279,33.347722,126.3568108,2019-06-30
"비원모텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 남성로 129-4,,지엔텔,1544-4279,33.5093700,126.5194326,2019-06-30
"제주올레호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 삼무로5길 8,,지엔텔,1544-4279,33.4902781,126.4920442,2019-06-30
"로만토피아",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 중산간동로 5220번길 37,,지엔텔,1544-4279,33.35151605,126.7673166,2019-06-30
"오랑제리펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 법환상로 2번길 58,,지엔텔,1544-4279,33.2446817,126.5145411,2019-06-30
"베네치아호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 중앙로 23-2,,지엔텔,1544-4279,33.24678985,126.5614842,2019-06-30
"무궁화모텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 서사로 16(삼도1동),,지엔텔,1544-4279,33.5109914,126.5193899,2019-06-30
"온더스톤",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,,지엔텔,1544-4279,33.47025508,126.9178478,2019-06-30
"제주티라",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 고성리 437-1,제주특별자치도 서귀포시 성산읍 고성리 437-1,지엔텔,1544-4279,33.4426770017,126.918420159,2019-06-30
"제이바다호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 서해안로 258,,지엔텔,1544-4279,33.50908601,126.4733502,2019-06-30
"제주특별자치도관광협회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,3,0,N,제주특별자치도 제주시 첨단로 213-65,,지엔텔,1544-4279,33.4523832,126.5727653,2019-06-30
"춘심이네",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 안덕면 창천중앙로 24번길 16,,지엔텔,1544-4279,33.2647393,126.3705871,2019-06-30
"준민박",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 구좌읍 평대리 463-1,제주특별자치도 제주시 구좌읍 평대리 463-1,지엔텔,1544-4279,33.5274532,126.8453102,2019-06-30
"이아호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 중정로 36,,지엔텔,1544-4279,33.24735884,126.5602238,2019-06-30
"북촌플레이스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 일주동로 1435,,지엔텔,1544-4279,33.54567464,126.6881018,2019-06-30
"칠십리호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 태평로353번길 22-3,,지엔텔,1544-4279,33.2472200,126.5613469,2019-06-30
"펜션정원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남원읍 일주동로 6523,,지엔텔,1544-4279,33.30642033,126.7751676,2019-06-30
"메모리모텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 평전1길 1,,지엔텔,1544-4279,33.5003379,126.5190397,2019-06-30
"호텔이디",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남원읍 태위로 690-3,,지엔텔,1544-4279,33.27921714,126.7204703,2019-06-30
"그린모텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 공설로 15,,지엔텔,1544-4279,33.4985325,126.5167429,2019-06-30
"모이라펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 516로 296,,지엔텔,1544-4279,33.27908388,126.5871454,2019-06-30
"티나모텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 서광로 19길 21,,지엔텔,1544-4279,33.5016303,126.5204361,2019-06-30
"마린포트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 이어도로 744,,지엔텔,1544-4279,33.23547578,126.4948236,2019-06-30
"풍경채대촌미락",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조함해안로 482-1,,지엔텔,1544-4279,33.5428119,126.664533,2019-06-30
"㈜송원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 신성로13길 25-1,,지엔텔,1544-4279,33.4980299,126.5304695,2019-06-30
"보롬코지펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 구좌읍 해맞이해안로 402,,지엔텔,1544-4279,33.55928796,126.7926625,2019-06-30
"강정포구횟집",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 말질로 274,,지엔텔,1544-4279,33.2287392,126.4759042,2019-06-30
"바람불어 좋은날",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 안덕면 사계로 68,,지엔텔,1544-4279,33.241739,126.3189502,2019-06-30
"표선교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 표선리 1664-2,제주특별자치도 서귀포시 표선면 표선리 1664-2,지엔텔,1544-4279,33.3285153,126.8238599,2019-06-30
"나무향가득펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 온평포구로54번길 14,,지엔텔,1544-4279,33.40154301,126.9004511,2019-06-30
"제이뷰호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 중산간서로 935,,지엔텔,1544-4279,33.26474944,126.4164838,2019-06-30
"해든빌레펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남원읍 자배오름로 139번길 149,,지엔텔,1544-4279,33.29197517,126.6616823,2019-06-30
"대한예수교장로회모슬포제일교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 신영로 65-12,,지엔텔,1544-4279,33.2213021,126.2499734,2019-06-30
"오아시스휴양펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 상효로 74-10,,지엔텔,1544-4279,33.26663774,126.5992505,2019-06-30
"로하스펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 안덕면 사계로 62,,지엔텔,1544-4279,33.2418927,126.3213859,2019-06-30
"(주)이레",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 번영로 2564-21,,지엔텔,1544-4279,33.4025596,126.7784919,2019-06-30
"농업회사법인가뫼불",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남위남성로 168,,지엔텔,1544-4279,33.2899733,126.6935278,2019-06-30
"폴에이리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 월드컵로45번길 40,,지엔텔,1544-4279,33.2443564,126.5110873,2019-06-30
UFO민박,주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 애월읍 애월해안로 765,,대영채비,1522-2573,33.485503,126.3819427,2019-06-30
"안덕보건지소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 30-9,,대영채비,1522-2573,33.2505519,126.3315416,2019-06-30
"끌림삼육오",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 고내로13길 83,,대영채비,1522-2573,33.4709885,126.3476676,2019-06-30
"(의)새소망의료재단",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 안덕면 한창로 110번길 61,,대영채비,1522-2573,33.2777866,126.3622012,2019-06-30
"제이라움",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 노을해안로 418,,대영채비,1522-2573,33.2564363,126.1904548,2019-06-30
"제이앤클로이",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,,대영채비,1522-2573,33.25726656,126.1889147,2019-06-30
"기아오토큐외도점",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 연대마을길 75,,파워큐브코리아,1833-8017,33.4924755,126.4240429,2019-06-30
"해성상사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 용해로 114-1,,파워큐브코리아,1833-8017,33.50706999,126.5048143,2019-06-30
"우정골프연습장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 아연로 131-3(오라이동),,파워큐브코리아,1833-8017,33.4734215,126.5058869,2019-06-30
"서림교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 서림중앙로 45,,파워큐브코리아,1833-8017,33.2463033,126.2255605,2019-06-30
"오리지날로맨스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한림읍 옹포2길 1,,파워큐브코리아,1833-8017,33.40083743,126.2504607,2019-06-30
"애월스테이관광호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 중업3길 50,,파워큐브코리아,1833-8017,33.4779996,126.3716952,2019-06-30
"모노리스제주파크",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모 +DC콤보,5,1,N,제주특별자치도 제주시 애월읍 어림비로 589,,제주전기자동차서비스,1670-2690,33.3916367,126.3555151,2019-06-30
"첨단과학단지 외부",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 영평동 2179-1,제주특별자치도 제주시 영평동 2179-1,제주전기자동차서비스,1670-2690,33.4241658,126.5769732,2019-06-30
"덕천리연수원",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 구좌읍 덕천리 1287,,상명엔지니어링,,33.4875872,126.7470774,2019-06-30
"셀스퀘어빌딩",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 도련이동 619-2,제주특별자치도 제주시 도련이동 619-2,제주전기자동차서비스,1670-2690,33.5156633,126.590567,2019-06-30
"세븐일레븐제주한림일주점",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 한림읍 동명리 1474,제주특별자치도 제주시 한림읍 동명리 1474,제주전기자동차서비스,1670-2690,33.4017735,126.2672047,2019-06-30
"대발이파크",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 남원읍 남원리 2380,제주특별자치도 서귀포시 남원읍 남원리 2380,제주전기자동차서비스,1670-2690,33.2746312,126.7058491,2019-06-30
GS25제주대흘점,주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 조천읍 대흘리 1611-1,제주특별자치도 제주시 조천읍 대흘리 1611-1,한국전기차충전서비스,1522-1782,33.4977094,126.659133,2019-06-30
GS25성산오조점,주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 서귀포시 성산읍 오조리 6,제주특별자치도 서귀포시 성산읍 오조리 6,한국전기차충전서비스,1522-1782,33.4689629854,126.921889677,2019-06-30
GS25제주한경점,주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 한경면 저지리 1724-5,제주특별자치도 제주시 한경면 저지리 1724-5,한국전기차충전서비스,1522-1782,33.3312684423,126.256117907,2019-06-30
"한국전력 제주전력지사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 이도2동 996-7,제주특별자치도 제주시 이도2동 996-7,한국전력,1899-2100,33.498292,126.536771,2019-06-30
"한국전력 제주본주 서귀포지사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,3,N,제주특별자치도 서귀포시 법환동 734,제주특별자치도 서귀포시 법환동 734,한국전력,1899-2100,33.2541046,126.5108726,2019-06-30
"애월휴스토리",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 애월읍 수산리 1106,제주특별자치도 제주시 애월읍 수산리 1106,에스트래픽,080-805-0010,33.4657519,126.3921253,2019-06-30
"제스코마트 서귀포점",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 서귀포시 상효로 39(상효동),,환경부(한국자동차환경협회),1661-9408,33.3160617,126.5750986,2019-06-30
"보타리본사",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 봉성리 2918,제주특별자치도 제주시 애월읍 봉성리 2918,보타리에너지,,33.4086372,126.3173876,2019-06-30
"보타리농장",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 애월읍 봉성리 1316-2,제주특별자치도 제주시 애월읍 봉성리 1316-2,보타리에너지,,33.3689588,126.3505941,2019-06-30
"첨단과학단지(엘리트빌딩)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 첨단로 213-4,,대영채비,1522-2573,33.4529415,126.5726186,2019-06-30
"첨단과학단지(스마트빌딩)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 첨단남길 42,,대영채비,1522-2573,33.45396077,126.5784926,2019-06-30
"첨단과학단지(세미앙빌딩)",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 첨단로 330,,대영채비,1522-2573,33.44233843,126.5714509,2019-06-30
"더포그레이스리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,,KT,1522-0123,33.4735544,126.911217,2019-06-30
"모닝시티 오피스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 하귀1리 117-1,제주특별자치도 제주시 애월읍 하귀1리 117-1,대영채비,1522-2573,33.4832521,126.4169983,2019-06-30
"더베이리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 문필로35번길 46(보목동),,대영채비,1522-2573,33.24120025,126.5934867,2019-06-30
"제주 에코그린리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,1,N,제주특별자치도 제주시 한림읍 귀덕6길 94,,대영채비,1522-2573,33.4359116,126.2916831,2019-06-30
"노형부영1차",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,N,Y,AC3상+DC차데모 +DC콤보,0,2,N,제주특별자치도 제주시 원노형로 93(노형동),,제주특별자치도,1899-8852,33.4800824,126.4853946,2019-06-30
"재영윈저캐슬아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 노연로 38,,제주전기자동차서비스,1670-2690,33.4860979,126.4882861,2019-06-30
"오름빌리지",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 연사 2길 34,,제주전기자동차서비스,1670-2690,33.48629869,126.5115218,2019-06-30
"도원스카이타워빌",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 연동 2324-1,제주특별자치도 제주시 연동 2324-1,제주전기자동차서비스,1670-2690,33.4911439,126.4872625,2019-06-30
"휴펠리스2차",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 도남로 167,,제주전기자동차서비스,1670-2690,33.48701582,126.5328956,2019-06-30
"제주스위스마을",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 함와로 566-27,,제주전기자동차서비스,1670-2690,33.49394448,126.6767733,2019-06-30
"황사평갤럭시타운2",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 황사평6길 58,,제주전기자동차서비스,1670-2690,33.49373035,126.5593309,2019-06-30
"서진아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 하원동 367-1,제주특별자치도 서귀포시 하원동 367-1,제주전기자동차서비스,1670-2690,33.2554124,126.4628492,2019-06-30
"핀크스아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 우정로5길 7,,제주전기자동차서비스,1670-2690,33.4905116,126.4319784,2019-06-30
"봉개반석아르미",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 삼봉로 299-3,,제주전기자동차서비스,1670-2690,33.495738,126.5957657,2019-06-30
"옹포썬빌리지 101동",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 옹포4길 20,,제주전기자동차서비스,1670-2690,33.4001943,126.2530171,2019-06-30
"옹포썬빌리지 102동",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 옹포4길 20,,제주전기자동차서비스,1670-2690,33.4001943,126.2530171,2019-06-30
"정원파인즈14차",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 진군남4길 7-16,,제주전기자동차서비스,1670-2690,33.47459064,126.4800613,2019-06-30
"연동이화1차아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 연동 1965-3,제주특별자치도 제주시 연동 1965-3,포스코ICT,1600-4047,33.4909113,126.4849004,2019-06-30
"에덴빌라 2차 가동",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 거로중길 56,,포스코ICT,1600-4047,33.5114486,126.5609367,2019-06-30
"삼화 NHF아파트 1차",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,100,0,N,제주특별자치도 제주시 화삼북로 87,,클린일렉스,1811-1350,33.51767969,126.5820588,2019-06-30
"금원앙상블9차자치위원회",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 봉개동 1760-1,제주특별자치도 제주시 봉개동 1760-1,지엔텔,1544-4279,33.4954109773,126.595294198,2019-06-30
"대원상록수12차 주민자치회",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 연사2길 20,,지엔텔,1544-4279,33.48732525,126.5130354,2019-06-30
"용인아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 일도2동 365-1,제주특별자치도 제주시 일도2동 365-1,지엔텔,1544-4279,33.5058761,126.5394576,2019-06-30
"삼정지에듀아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 에듀시티로 148,,지엔텔,1544-4279,33.28408845,126.2742565,2019-06-30
"영어교육도신 한신더휴아파트",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 에듀시티로 102,,지엔텔,1544-4279,33.28691522,126.2803435,2019-06-30
"장안그랜드빌리지자치회",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 보목동 1280,제주특별자치도 서귀포시 보목동 1280,지엔텔,1544-4279,33.2415292,126.5972767,2019-06-30
"정원파인즈13차",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,3,0,N,제주특별자치도 제주시 연북로 203,,지엔텔,1544-4279,33.48263626,126.5028661,2019-06-30
"노블리츠빌",주차장,제주특별자치도,입주민외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 월두2길 30(아라이동),,대영채비,1522-2573,33.48364907,126.5489066,2019-06-30
