NODE_ID,NODE_TYPE,NODE_NAME,lat,long,NODE_ID_OLD
0,101,도련이동2868-1,33.514,126.592,4050111500.0
1,101,도련이동2868-1,33.514,126.592,4050111600.0
2,102,도련이동702-2,33.514,126.593,4050111700.0
3,101,도련이동645-12,33.515,126.592,4050111800.0
4,101,도련이동2868-1,33.515,126.592,4050111900.0
5,101,도련이동2868-1,33.515,126.591,4050112000.0
6,101,도련이동2868-1,33.515,126.592,4050112100.0
7,101,회천동2557-6,33.506,126.601,4050112200.0
8,101,삼양일동1668-1,33.529,126.594,4050112300.0
9,101,삼양일동1018-3,33.53,126.594,4050112400.0
10,102,삼양일동900,33.532,126.593,4050112500.0
11,102,삼양일동2681-23,33.532,126.603,4050112600.0
12,102,조천리3462,33.53,126.651,4050112700.0
13,102,혹통교차로,33.527,126.651,4050112800.0
14,102,함덕리833-1,33.532,126.668,4050112900.0
15,102,함덕리828-3,33.529,126.668,4050113000.0
16,102,함덕리4139-21,33.54,126.667,4050113100.0
17,102,함덕리271-3,33.542,126.675,4050113200.0
18,101,함덕리250-7,33.544,126.675,4050113300.0
19,102,와산리1559-18,33.495,126.678,4050113400.0
20,102,북촌리1010-9,33.537,126.694,4050113500.0
21,102,북촌리941-15,33.536,126.697,4050113600.0
22,102,북촌리187-2,33.543,126.703,4050113700.0
23,102,북촌리210-1,33.545,126.701,4050113800.0
24,102,북촌리2688,33.55,126.693,4050113900.0
25,102,북촌리467-2,33.551,126.697,4050114000.0
26,102,김녕리6194,33.546,126.741,4050114100.0
27,103,속성변화점,33.558,126.755,4050114200.0
28,102,김녕리497-1,33.557,126.764,4050114300.0
29,102,평대리3344,33.489,126.801,4050114400.0
30,102,행원리3260,33.525,126.784,4050114500.0
31,101,고성리938,33.434,126.42,4050168500.0
32,101,고성리902-6,33.435,126.422,4050168600.0
33,103,속성변화점,33.434,126.422,4050168700.0
34,101,광령3교차로,33.462,126.424,4050168800.0
35,101,고성리914-6,33.437,126.424,4050168900.0
36,104,고성리914-6,33.437,126.424,4050169000.0
37,104,고성리914-6,33.437,126.424,4050169100.0
38,101,광령회전교차로,33.459,126.424,4050169200.0
39,101,고성리919-1,33.436,126.424,4050169300.0
40,104,광삼교서측,33.473,126.424,4050169400.0
41,104,광삼교동측,33.473,126.425,4050169500.0
42,101,고성리151,33.438,126.426,4050169600.0
43,103,속성변화점,33.438,126.427,4050169700.0
44,104,제2고성교남측,33.439,126.427,4050169800.0
45,104,제2고성교북측,33.439,126.427,4050169900.0
46,101,광령리2854-3,33.44,126.428,4050170000.0
47,101,광령2리사무소,33.45,126.429,4050170100.0
48,101,광령4교차로,33.441,126.43,4050170200.0
49,103,속성변화점,33.447,126.43,4050170300.0
50,101,그림책방앞,33.446,126.43,4050170400.0
51,102,원불교국제훈련원,33.428,126.43,4050170500.0
52,101,광령리2289-2,33.459,126.431,4050170600.0
53,101,광령4교차로,33.444,126.432,4050170700.0
54,104,제6광령교남측,33.443,126.432,4050170800.0
55,104,제6광령교북측,33.444,126.432,4050170900.0
56,101,광령4교차로,33.443,126.432,4050171000.0
57,101,광령4교차로,33.445,126.433,4050171100.0
58,103,속성변화점,33.46,126.434,4050171200.0
59,103,속성변화점,33.528,126.842,4050201400.0
60,103,속성변화점,33.528,126.842,4050201500.0
61,101,세화리3637,33.506,126.843,4050201600.0
62,101,상도리산316-3,33.478,126.844,4050201700.0
63,101,갓머리삼거리,33.524,126.851,4050201800.0
64,101,구좌읍사무소,33.523,126.852,4050201900.0
65,101,동부물류센타,33.524,126.853,4050202000.0
66,101,하나로마트,33.525,126.854,4050202100.0
67,102,제주해양경찰서세화출장소,33.528,126.854,4050202200.0
68,102,구좌제일교회,33.527,126.854,4050202300.0
69,101,세화우체국,33.524,126.854,4050202400.0
70,101,모메존흑돼지,33.525,126.854,4050202500.0
71,101,구좌제일교회,33.527,126.854,4050202600.0
72,101,평대리3354,33.526,126.855,4050202700.0
73,101,제주해양경찰서세화출장소,33.527,126.855,4050202800.0
74,101,세화중학교,33.522,126.855,4050202900.0
75,101,제주해양경찰서세화출장소,33.528,126.855,4050203000.0
76,101,세화성은감리교회,33.526,126.855,4050203100.0
77,101,세화성은교회,33.527,126.855,4050203200.0
78,103,속성변화점,33.521,126.855,4050203300.0
79,101,세화리사무소,33.528,126.856,4050203400.0
80,101,세화리3637,33.519,126.856,4050203500.0
81,101,세화리사무소,33.527,126.856,4050203600.0
82,101,세화리사무소,33.527,126.856,4050203700.0
83,101,구좌파출소,33.523,126.856,4050203800.0
84,101,세화리교차로,33.521,126.857,4050203900.0
85,101,조선소,33.527,126.857,4050204000.0
86,102,세화포구,33.528,126.857,4050204100.0
87,101,종달초등학교,33.493,126.896,4050207000.0
88,101,종달교회,33.495,126.896,4050207100.0
89,103,속성변화점,33.491,126.897,4050207200.0
90,101,중동교차로,33.489,126.897,4050207300.0
91,101,하도굴동교차로,33.523,126.898,4050207400.0
92,105,제주시-서귀포시,33.483,126.898,4050207500.0
93,101,하도창흥동교차로,33.513,126.898,4050207600.0
94,102,청강사,33.49,126.901,4050207700.0
95,105,제주시-서귀포시,33.483,126.902,4050207800.0
96,101,종달어촌계창고,33.495,126.904,4050207900.0
97,101,종달두문포교차로,33.497,126.91,4050208000.0
98,101,서호동1491,33.247,126.524,4060000100.0
99,101,수모루교차로,33.247,126.524,4060000101.0
100,101,월드컵경기장입구교차로,33.249,126.51,4060000200.0
101,101,대륜동주민센터앞,33.249,126.511,4060000201.0
102,101,월드컵경기장,33.25,126.508,4060000300.0
103,101,시청입구교차로,33.25,126.506,4060000500.0
104,101,대천동사무소,33.251,126.478,4060000800.0
105,104,도순교,33.251,126.479,4060000801.0
106,104,도순교,33.25,126.48,4060000802.0
107,104,용흥교서측,33.251,126.489,4060000803.0
108,104,용흥교동측,33.251,126.49,4060000804.0
109,101,도순동1372,33.253,126.474,4060000805.0
110,101,도순동238-1,33.252,126.476,4060000806.0
111,101,도순동1368,33.252,126.477,4060000807.0
112,101,강정동5630-10,33.25,126.481,4060000808.0
113,101,솜반천앞교차로,33.252,126.554,4060000900.0
114,101,서홍동451,33.253,126.558,4060000901.0
115,101,호근동1764-20,33.257,126.528,4060002601.0
116,101,하원동앞교차로,33.254,126.46,4060002700.0
117,101,창조피아노,33.254,126.461,4060002701.0
118,101,약사암,33.256,126.577,4060002800.0
119,101,SK충전소서귀포,33.256,126.578,4060002900.0
120,101,회수입구교차로,33.256,126.435,4060003000.0
121,101,중문동1298-3,33.257,126.431,4060003001.0
122,101,명진농수특산물직판장,33.258,126.586,4060003100.0
123,101,아이진3차아파트앞,33.258,126.579,4060003200.0
124,101,NH-OIL서귀포농협,33.258,126.579,4060003300.0
125,101,신효교,33.259,126.593,4060003400.0
126,104,신효교,33.259,126.594,4060003402.0
127,101,나나다육이,33.26,126.595,4060003403.0
128,101,신효입구삼거리,33.26,126.599,4060003500.0
129,101,신효동1544,33.261,126.611,4060003501.0
130,101,관광단지입구사거리,33.258,126.414,4060003600.0
131,101,관광단지입구교차로,33.258,126.416,4060003700.0
132,101,예래입구,33.258,126.406,4060003800.0
133,101,GS25,33.261,126.618,4060003900.0
134,101,하효동708-1,33.261,126.615,4060003901.0
135,101,신효베스트마을,33.261,126.613,4060004000.0
136,101,신효동893-1,33.261,126.612,4060004001.0
137,101,조아토종닭,33.261,126.614,4060004100.0
138,101,중문입구사거리,33.259,126.427,4060004200.0
139,101,세훈빌리지,33.258,126.428,4060004201.0
140,101,민효타올랜드,33.261,126.619,4060004300.0
141,101,하효동252,33.261,126.62,4060004301.0
142,101,하효동433-3,33.259,126.622,4060004302.0
143,103,속성변화점,33.264,126.625,4060005300.0
144,101,효례교,33.264,126.625,4060005400.0
145,101,효돈파출소앞,33.264,126.618,4060005500.0
146,101,효돈동주민센터,33.264,126.615,4060005501.0
147,101,신효동232-1,33.267,126.615,4060005502.0
148,101,신효동187-4,33.267,126.617,4060005503.0
149,101,우성파크빌,33.264,126.611,4060005600.0
150,101,신효동1544,33.264,126.612,4060005601.0
151,101,초동교회,33.264,126.614,4060005700.0
152,101,색달동앞교차로,33.262,126.413,4060005800.0
153,101,예전타운,33.262,126.414,4060005801.0
154,101,색달교차로,33.262,126.421,4060005900.0
155,101,서홍동주민센터,33.264,126.551,4060006000.0
156,104,서흥교,33.264,126.554,4060006001.0
157,104,서흥교,33.264,126.554,4060006002.0
158,101,서홍동1629-2,33.265,126.551,4060006003.0
159,101,색달교차로,33.262,126.425,4060006300.0
160,101,중문동1084-1,33.262,126.427,4060006301.0
161,101,중문동2774,33.262,126.43,4060006400.0
162,103,속성변화점,33.263,126.439,4060006401.0
163,101,서홍동274-7,33.264,126.556,4060006500.0
164,101,서홍동260-7,33.264,126.557,4060006501.0
165,101,서홍사거리,33.264,126.559,4060006600.0
166,101,CU서귀포동홍점,33.265,126.562,4060006601.0
167,101,동홍5차아파트504동,33.265,126.564,4060006602.0
168,104,동홍교서측,33.265,126.565,4060006603.0
169,104,동홍교동측,33.265,126.565,4060006604.0
170,101,서홍동217-2,33.266,126.556,4060006605.0
171,102,하원동510-2,33.257,126.459,4060073200.0
172,101,하원동1877,33.263,126.467,4060073300.0
173,101,도순동1368,33.256,126.474,4060073400.0
174,102,도순동1372,33.25,126.476,4060073500.0
175,101,대천동행정복지센터,33.251,126.477,4060073600.0
176,102,강정동5630-10,33.252,126.481,4060073700.0
177,102,강정동3752-5,33.263,126.483,4060073800.0
178,101,법환동1654,33.237,126.514,4060073900.0
179,101,강정동4391-7,33.236,126.476,4060074000.0
180,101,강정동5442-3,33.236,126.473,4060074100.0
181,101,강정동5654,33.237,126.474,4060074200.0
182,101,강정동4384-3,33.236,126.476,4060074300.0
183,103,속성변화점,33.235,126.474,4060074400.0
184,102,강정동5652,33.234,126.477,4060074500.0
185,101,법환동1359-1,33.235,126.512,4060074600.0
186,102,법환동163-4,33.236,126.515,4060074700.0
187,102,호근동409-29,33.242,126.536,4060074800.0
188,102,서호동1575,33.253,126.522,4060074900.0
189,102,서호동1594,33.249,126.515,4060075000.0
190,102,서호동1613-5,33.26,126.515,4060075100.0
191,101,서호동1561,33.259,126.52,4060075200.0
192,102,동홍동1671,33.267,126.56,4060075300.0
193,102,서호동1490,33.256,126.521,4060075400.0
194,101,라마다앙코르이스트호텔,33.255,126.521,4060075500.0
195,101,서호동1569,33.256,126.52,4060075600.0
196,102,호근동1328-1,33.256,126.529,4060075700.0
197,102,서호동1490,33.268,126.52,4060075800.0
198,102,서귀포여자중학교,33.256,126.547,4060075900.0
199,102,서홍동1724,33.264,126.546,4060076000.0
200,102,서홍동2565,33.27,126.548,4060076100.0
201,101,엠스테이제주호텔,33.247,126.561,4060076200.0
202,101,어리목입구교차로,33.39,126.485,4050000200.0
203,101,어리목입구,33.391,126.484,4050000201.0
204,104,제2광령교,33.414,126.45,4050000400.0
205,101,어승생삼거리,33.415,126.481,4050000500.0
206,101,어승생삼거리,33.415,126.48,4050000501.0
207,101,해안동산63-30,33.412,126.479,4050000502.0
208,101,노형동산17-3,33.418,126.49,4050000503.0
209,101,교래입구교차로,33.419,126.617,4050000600.0
210,101,봉개동산78-1,33.422,126.622,4050000601.0
211,101,봉개동산78-1,33.423,126.623,4050000602.0
212,101,용강동산14-4,33.428,126.601,4050000604.0
213,101,용강동산14-3,33.429,126.598,4050000605.0
214,101,오라이동산89-1,33.419,126.518,4050000800.0
215,101,연동산146-6,33.424,126.5,4050000801.0
216,101,노루생이,33.419,126.491,4050000900.0
217,101,오라이동산100-1,33.423,126.526,4050001000.0
218,101,제주대사거리,33.456,126.551,4050002600.0
219,104,광령교서측,33.461,126.448,4050002701.0
220,101,광령교동측,33.461,126.448,4050002702.0
221,101,해안동2390-3,33.462,126.45,4050002703.0
222,101,해안마을,33.463,126.452,4050002900.0
223,101,제1해안교,33.463,126.454,4050002901.0
224,101,해안교차로,33.466,126.456,4050002902.0
225,101,온난화농업연구센터앞교차로,33.467,126.518,4050003100.0
226,101,온난화농업연구센터앞,33.467,126.519,4050003101.0
227,104,오봉교,33.475,126.527,4050003102.0
228,101,교도소입구,33.467,126.514,4050003300.0
229,104,한북교서측,33.467,126.516,4050003301.0
230,104,한북교동측,33.467,126.517,4050003302.0
231,101,아라파출소,33.469,126.547,4050003400.0
232,101,달무교차로,33.464,126.549,4050003401.0
233,101,한라수목원입구교차로,33.47,126.485,4050003500.0
234,101,노형동3764,33.469,126.487,4050003501.0
235,101,인다마을입구,33.471,126.545,4050003600.0
236,101,아라LH아파트,33.473,126.546,4050003700.0
237,101,아라일동6174,33.474,126.546,4050003701.0
238,101,월산마을,33.473,126.463,4050003800.0
239,104,도병교,33.47,126.461,4050003801.0
240,101,GS주유소서부관광,33.469,126.46,4050003802.0
241,101,버으내교차로,33.48,126.625,4050003901.0
242,101,아라초등학교,33.477,126.544,4050004000.0
243,103,속성변화점,33.475,126.545,4050004001.0
244,101,워시테리아제주아라점,33.477,126.547,4050004002.0
245,101,S퀼트,33.478,126.55,4050004003.0
246,101,월림앞교차로,33.351,126.256,4050128600.0
247,101,옹포사거리,33.405,126.256,4050128700.0
248,101,월림삼거리,33.351,126.256,4050128800.0
249,101,월림삼거리,33.35,126.256,4050128900.0
250,103,속성변화점,33.348,126.256,4050129000.0
251,101,월림삼거리,33.35,126.256,4050129100.0
252,101,저지치안센터,33.335,126.257,4050129200.0
253,101,스튜디오노이,33.341,126.257,4050129300.0
254,101,샤브왕,33.394,126.257,4050129400.0
255,102,한림항출하신고소,33.412,126.257,4050129500.0
256,101,한림어촌계,33.411,126.257,4050129600.0
257,101,청수리159-4,33.305,126.258,4050129700.0
258,101,망오름삼거리,33.368,126.258,4050129800.0
259,101,수협중앙회,33.413,126.259,4050129900.0
260,103,속성변화점,33.335,126.26,4050130000.0
261,102,해담원,33.412,126.259,4050130100.0
262,101,해송당한의원,33.412,126.259,4050130200.0
263,101,창성세차장,33.409,126.259,4050130300.0
264,101,메리엘오션,33.412,126.259,4050130400.0
265,103,속성변화점,33.395,126.259,4050130500.0
266,103,속성변화점,33.41,126.259,4050130600.0
267,101,한수풀횟집,33.414,126.26,4050130700.0
268,103,속성변화점,33.354,126.26,4050130800.0
269,104,월계교서측,33.405,126.26,4050130900.0
270,101,도민상회,33.413,126.26,4050131000.0
271,104,월계교동측,33.405,126.26,4050131100.0
272,101,도민상회,33.413,126.26,4050131200.0
273,101,명월사거리,33.396,126.261,4050131300.0
274,104,봉천2교,33.481,126.4,4050163000.0
275,101,알뜰주유소,33.48,126.4,4050163100.0
276,101,유수암리3253,33.431,126.4,4050163200.0
277,103,속성변화점,33.482,126.401,4050163300.0
278,101,예원교차로,33.456,126.401,4050163400.0
279,101,도정공장,33.443,126.402,4050163500.0
280,101,유수암식당,33.443,126.402,4050163600.0
281,101,유수암식당,33.442,126.402,4050163700.0
282,101,유수암리3234,33.44,126.403,4050163800.0
283,101,유수암리1853-3,33.44,126.403,4050163900.0
284,101,미수2교,33.483,126.404,4050164000.0
285,101,유수암리3244,33.418,126.405,4050164100.0
286,101,하귀우체국,33.482,126.405,4050164200.0
287,104,미수2교서측,33.484,126.405,4050164300.0
288,104,미수2교동측,33.484,126.405,4050164400.0
289,101,유수암리1069-1,33.419,126.406,4050164500.0
290,104,미수교서측,33.482,126.406,4050164600.0
291,104,유수암교,33.449,126.406,4050164700.0
292,104,유수암교,33.45,126.406,4050164800.0
293,104,미수교동측,33.482,126.406,4050164900.0
294,101,유수암리3244,33.421,126.407,4050165000.0
295,101,유수암교차로,33.423,126.408,4050165100.0
296,101,상귀리354-1,33.478,126.408,4050165200.0
297,101,유수암리1016-1,33.424,126.409,4050165300.0
298,102,광성로5,33.457,126.408,4050165400.0
299,101,유수암리3237,33.423,126.409,4050165500.0
300,101,유수암리1023-1,33.424,126.409,4050165600.0
301,101,상귀교차로,33.473,126.409,4050165700.0
302,101,해밀하우스,33.544,126.654,4050179500.0
303,103,속성변화점,33.476,126.656,4050179600.0
304,103,속성변화점,33.499,126.656,4050179700.0
305,101,조천리3462,33.517,126.656,4050179800.0
306,101,우리주유소,33.544,126.658,4050179900.0
307,101,함덕리4139,33.52,126.659,4050180000.0
308,101,대흘초교삼거리,33.499,126.659,4050180100.0
309,101,사장교차로,33.537,126.659,4050180200.0
310,101,큰백교차로,33.529,126.659,4050180300.0
311,101,조천리3462,33.518,126.659,4050180400.0
312,101,조천리3462,33.517,126.66,4050180500.0
313,101,남조로교차로,33.47,126.66,4050180600.0
314,102,이기풍선교기념관,33.456,126.661,4050180700.0
315,101,와흘리산13-3,33.461,126.662,4050180800.0
316,101,플레이남양주별내점,33.456,126.662,4050180900.0
317,104,제3교래교서측,33.428,126.662,4050181000.0
318,103,속성변화점,33.456,126.662,4050181100.0
319,101,지산이엔지,33.456,126.662,4050181200.0
320,104,제3교래교동측,33.428,126.663,4050181300.0
321,101,에코하우스,33.452,126.663,4050181400.0
322,102,대흘리2784,33.471,126.663,4050181500.0
323,101,교래리산100-2,33.448,126.664,4050181600.0
324,101,세미마을입구,33.47,126.664,4050181700.0
325,102,대흘리2784,33.47,126.664,4050181800.0
326,101,함덕리1269-7,33.542,126.665,4050181900.0
327,101,대흘리산23-5,33.47,126.666,4050182000.0
328,101,정성빌리지,33.537,126.666,4050182100.0
329,101,덕림사,33.542,126.666,4050182200.0
330,101,산록남로교차로,33.292,126.556,4060010300.0
331,103,속성변화점,33.299,126.572,4060010301.0
332,104,제7산록교,33.3,126.574,4060010302.0
333,101,토평동산28-20,33.294,126.564,4060010303.0
334,101,토평동산9-5,33.299,126.573,4060010304.0
335,104,제3산록교서측,33.292,126.477,4060010400.0
336,101,상효입구교차로,33.294,126.595,4060010500.0
337,104,제3산록교동측,33.292,126.478,4060010600.0
338,104,제4산록교,33.29,126.487,4060010601.0
339,104,제4산록교,33.29,126.489,4060010602.0
340,104,제5산록교,33.292,126.504,4060010603.0
341,104,제5산록교,33.292,126.505,4060010604.0
342,104,제6산록교,33.291,126.514,4060010605.0
343,104,제6산록교,33.291,126.514,4060010606.0
344,101,돈내코입구교차로,33.296,126.595,4060010700.0
345,101,공원묘지입구,33.294,126.421,4060010800.0
346,101,중문동산41-1,33.294,126.437,4060010801.0
347,101,색달동산29-1,33.294,126.417,4060010802.0
348,101,돈내코교,33.299,126.589,4060011000.0
349,101,하례입구교차로,33.3,126.6,4060011100.0
350,104,영주교,33.305,126.599,4060011102.0
351,101,영주교,33.306,126.599,4060011103.0
352,101,상효동1162-3,33.308,126.599,4060011104.0
353,101,제7산록교,33.301,126.575,4060011300.0
354,101,산록도로휴게소앞,33.303,126.577,4060011500.0
355,104,상천교,33.301,126.404,4060011600.0
356,101,영실입구교차로,33.333,126.459,4060012300.0
357,105,제주시-서귀포시,33.36,126.463,4060012400.0
358,102,돈베낭골공영주차장,33.24,126.531,4060014100.0
359,101,대기정,33.24,126.428,4060014200.0
360,101,비케이호텔인제주,33.241,126.565,4060014300.0
361,102,주차장,33.241,126.426,4060014400.0
362,101,주차장,33.242,126.427,4060014500.0
363,103,속성변화점,33.242,126.565,4060014600.0
364,101,삼무뚝배기,33.242,126.567,4060014700.0
365,101,대포마을복지회관앞,33.243,126.432,4060014800.0
366,101,보목동삼거리,33.243,126.599,4060015000.0
367,101,보목동412-1,33.242,126.605,4060015001.0
368,101,무거현대프리빌,33.243,126.462,4060015100.0
369,101,유림갈비,33.243,126.565,4060015200.0
370,101,제일슈퍼마켓,33.243,126.564,4060015300.0
371,101,서귀동961,33.244,126.564,4060015301.0
372,101,서귀동598-4,33.244,126.563,4060015302.0
373,101,EV충전소제주국제컨벤션센터2,33.243,126.425,4060015400.0
374,101,하예1마을회관앞,33.243,126.386,4060015500.0
375,101,상예동1442-9,33.25,126.394,4060015501.0
376,101,중문동2507,33.243,126.425,4060015600.0
377,101,중문동2553,33.243,126.424,4060015700.0
378,101,중문동2508,33.243,126.425,4060015800.0
379,101,제주부영호텔앤리조트앞,33.243,126.422,4060015900.0
380,104,칠십리교서측,33.243,126.561,4060016000.0
381,101,서홍동648-13,33.244,126.556,4060016001.0
382,104,칠십리교동측,33.244,126.561,4060016100.0
383,102,이도빌리지1차,33.244,126.432,4060016200.0
384,103,속성변화점,33.244,126.61,4060016300.0
385,101,하효동삼거리,33.245,126.611,4060016301.0
386,101,무릉2리입구교차로,33.274,126.218,4060090900.0
387,101,영락리564-2,33.249,126.22,4060091000.0
388,103,속성변화점,33.247,126.222,4060091100.0
389,101,제주옹기박물관앞,33.283,126.223,4060091200.0
390,101,무릉리899-8,33.284,126.224,4060091300.0
391,101,무릉2리입구,33.286,126.225,4060091400.0
392,101,무릉2리입구교차로,33.286,126.225,4060091500.0
393,105,제주시-서귀포시,33.286,126.225,4060091600.0
394,101,일과사거리,33.244,126.225,4060091700.0
395,102,신제주철망,33.258,126.226,4060091800.0
396,101,무릉리960-1,33.282,126.226,4060091900.0
397,101,신제주철망,33.257,126.226,4060092000.0
398,101,풍농제주공장,33.256,126.227,4060092100.0
399,102,백두대간,33.259,126.228,4060092200.0
400,101,샘어린이집,33.258,126.228,4060092300.0
401,101,초클릿박물관앞,33.257,126.229,4060092400.0
402,102,태림상사,33.26,126.23,4060092500.0
403,101,한라식품,33.259,126.23,4060092600.0
404,101,대정신협유통센타,33.258,126.231,4060092700.0
405,101,무릉리1155-6,33.275,126.233,4060092800.0
406,101,무릉리1156-4,33.275,126.233,4060092900.0
407,101,좌기동마을회관앞,33.274,126.233,4060093000.0
408,101,무릉리531-2,33.272,126.233,4060093100.0
409,101,무릉리616-23,33.275,126.233,4060093200.0
410,103,속성변화점,33.239,126.234,4060093300.0
411,101,무릉보건진료소앞,33.275,126.234,4060093400.0
412,101,일과2교차로,33.235,126.236,4060093500.0
413,101,화순리2028-1,33.26,126.329,4060112900.0
414,101,서광보건진료소앞,33.287,126.329,4060113000.0
415,101,화순리2122,33.253,126.329,4060113100.0
416,101,화순리1052-9,33.247,126.33,4060113200.0
417,101,화순리1160-5,33.25,126.33,4060113300.0
418,105,제주시-서귀포시,33.333,126.329,4060113400.0
419,101,한전사원아파트앞,33.253,126.33,4060113500.0
420,101,안덕119센터4가교차로,33.252,126.33,4060113600.0
421,101,서광2교차로,33.295,126.33,4060113700.0
422,101,안덕119센터4가앞교차로,33.251,126.331,4060113800.0
423,101,동광리1583,33.31,126.331,4060113900.0
424,103,속성변화점,33.296,126.331,4060114000.0
425,101,서광에듀파크,33.291,126.331,4060114100.0
426,101,화순리1053-73,33.25,126.331,4060114200.0
427,101,엘림피렌체2차,33.246,126.331,4060114300.0
428,101,서광동리교차로,33.286,126.332,4060114400.0
429,101,화순리1011-1,33.244,126.332,4060114500.0
430,101,한마음뷔페식당,33.297,126.332,4060114600.0
431,101,화순리1958-3,33.265,126.334,4060114700.0
432,104,제4동광교,33.299,126.334,4060114800.0
433,101,동광입구교차로,33.299,126.334,4060114900.0
434,101,화순골물동교차로,33.252,126.334,4060115000.0
435,101,화순리,33.251,126.334,4060115100.0
436,104,제4동광교,33.299,126.334,4060115200.0
437,101,화순리2051,33.261,126.334,4060115300.0
438,101,성모유치원앞,33.251,126.335,4060115400.0
439,101,부두슈퍼,33.24,126.335,4060115500.0
440,101,동광리1583,33.302,126.335,4060115600.0
441,101,의귀교차로,33.308,126.717,4060143700.0
442,101,남원리2490-116,33.279,126.718,4060143800.0
443,103,속성변화점,33.328,126.717,4060143900.0
444,101,롹커카페,33.28,126.718,4060144000.0
445,101,남원리교차로,33.279,126.718,4060144100.0
446,103,속성변화점,33.41,126.718,4060144200.0
447,104,제3의귀교,33.312,126.718,4060144300.0
448,101,남원리91-10,33.278,126.719,4060144400.0
449,101,남원리183-4,33.281,126.719,4060144500.0
450,101,제3의귀교,33.312,126.719,4060144600.0
451,101,남원농업협회,33.279,126.719,4060144700.0
452,101,이디야커피,33.278,126.719,4060144800.0
453,101,산하동교차로,33.301,126.72,4060144900.0
454,101,금화식당,33.281,126.72,4060145000.0
455,101,정석비행장,33.405,126.719,4060145100.0
456,101,남원읍사무소,33.279,126.72,4060145200.0
457,101,태평양수산,33.279,126.721,4060145300.0
458,101,남원교차로,33.283,126.721,4060145400.0
459,101,남원교차로,33.284,126.721,4060145500.0
460,101,남원LH아파트앞,33.282,126.721,4060145600.0
461,101,의귀리사거리,33.314,126.721,4060145700.0
462,101,의귀리사거리,33.314,126.721,4060145800.0
463,104,진은교,33.286,126.721,4060145900.0
464,104,진은교,33.286,126.721,4060146000.0
465,101,남원리210-6,33.28,126.721,4060146100.0
466,101,남원리2490-116,33.28,126.721,4060146200.0
467,101,남원리83-1,33.279,126.721,4060146300.0
468,101,가시리산87-29,33.414,126.722,4060146400.0
469,101,의귀리436-10,33.313,126.722,4060146500.0
470,102,하천리1120-1,33.343,126.828,4060165700.0
471,101,표선리2954,33.338,126.828,4060165800.0
472,101,미풍해장국,33.326,126.828,4060165900.0
473,101,카페가드니아,33.318,126.829,4060166000.0
474,101,표선교차로,33.333,126.829,4060166100.0
475,101,남제주카센터,33.327,126.83,4060166200.0
476,103,속성변화점,33.325,126.83,4060166300.0
477,103,속성변화점,33.333,126.831,4060166400.0
478,101,표선리2954,33.328,126.831,4060166500.0
479,101,고수목마축산물유통,33.327,126.832,4060166600.0
480,101,표선파출소,33.324,126.832,4060166700.0
481,105,제주시-서귀포시,33.455,126.832,4060166800.0
482,101,난산입구교차로,33.412,126.832,4060166900.0
483,101,표선우체국,33.326,126.833,4060167000.0
484,101,한라공인중개사,33.322,126.834,4060167100.0
485,103,속성변화점,33.327,126.834,4060167200.0
486,101,예수재림교표선교회,33.326,126.835,4060167300.0
487,102,신영종합건설,33.327,126.835,4060167400.0
488,101,표선교회,33.327,126.835,4060167500.0
489,101,신풍리1728,33.365,126.835,4060167600.0
490,101,신풍리사무소,33.361,126.836,4060167700.0
491,101,표선리2954,33.327,126.836,4060167800.0
492,101,표선리앞,33.326,126.836,4060167900.0
493,101,신촌리어촌계,33.362,126.836,4060168000.0
494,101,하천리788-2,33.354,126.837,4060168100.0
495,101,해비치화목펜션,33.328,126.837,4060168200.0
496,103,속성변화점,33.328,126.837,4060168300.0
497,101,표선리2954,33.33,126.837,4060168400.0
498,101,평화교,33.343,126.847,4060171200.0
499,101,삼달보건진료소,33.374,126.847,4060171300.0
500,103,속성변화점,33.348,126.848,4060171400.0
501,101,신천리사무소,33.345,126.849,4060171500.0
502,101,새달콤유화,33.345,126.85,4060171600.0
503,101,수산리교차로,33.45,126.852,4060171700.0
504,101,신천리1085,33.347,126.852,4060171800.0
505,101,수산리3069-2,33.447,126.852,4060171900.0
506,101,신천리1085,33.341,126.853,4060172000.0
507,101,신천리1085,33.343,126.853,4060172100.0
508,102,수산체육공원,33.446,126.854,4060172200.0
509,101,신산교차로,33.39,126.854,4060172300.0
510,103,속성변화점,33.35,126.856,4060172400.0
511,101,신천리1085,33.353,126.859,4060172500.0
512,101,금백조로가든,33.439,126.862,4060172600.0
513,101,수산2리입구교차로,33.432,126.863,4060172700.0
514,101,수산2리감귤선과장,33.439,126.863,4060172800.0
515,103,속성변화점,33.4,126.863,4060172900.0
516,101,난산사거리,33.403,126.864,4060173000.0
517,101,신풍교차로,33.363,126.865,4060173100.0
518,101,난산리1505-5,33.405,126.865,4060173200.0
519,103,속성변화점,33.368,126.868,4060173300.0
520,101,삼달교차로,33.369,126.869,4060173400.0
521,103,속성변화점,33.371,126.87,4060173500.0
522,101,신산리1332-6,33.384,126.871,4060173600.0
523,105,제주시-서귀포시,33.474,126.873,4060173700.0
524,102,난산리162-4,33.393,126.873,4060173800.0
525,101,수산2리입구교차로,33.439,126.873,4060173900.0
526,101,노루생이삼거리,33.423,126.493,4050001100.0
527,101,노형동산14-3,33.427,126.49,4050001101.0
528,101,연동산100-1,33.435,126.49,4050001102.0
