LINK_ID,F_NODE,T_NODE,LANES_,ROAD_RANK_,ROAD_TYPE_,ROAD_NO_,ROAD_NAME_,ROAD_USE_,MULTILINK,CONNECT_,MAX_SPD_,REST_VEH_,REST_W_,REST_H_,LENGTH,REMARK_
"4050177000","4050057900","4050058500",1.00000000,"107","000","-",서해안로,"0","0","000",50.00000000,"0",0.00000000,0.00000000,438.28549414900,DGPS
"4050155700","4050012400","4050053000",2.00000000,"107","000","-",월성로,"0","0","000",60.00000000,"0",0.00000000,0.00000000,328.33832055800,기존
"4050161700","4050053000","4050054400",2.00000000,"107","000","-",월성로,"0","0","000",60.00000000,"0",0.00000000,0.00000000,149.64282551300,기존
"4050034700","4050016300","4050016200",1.00000000,"107","000","-",축산마을길,"0","0","000",40.00000000,"0",0.00000000,0.00000000,55.97685367960,기존
"4050034800","4050016200","4050016300",1.00000000,"107","000","-",축산마을길,"0","0","000",40.00000000,"0",0.00000000,0.00000000,57.59343892860,기존
"4050035000","4050016300","4050016400",1.00000000,"107","000","-",축산마을길,"0","0","000",40.00000000,"0",0.00000000,0.00000000,530.10254858700,기존
"4050005701","4050002701","4050002700",3.00000000,"106","000","1136",지방도1136호선,"0","0","000",70.00000000,"0",0.00000000,0.00000000,20.77716477560,노형로
"4050005801","4050002700","4050002701",3.00000000,"106","000","1136",지방도1136호선,"0","0","000",70.00000000,"0",0.00000000,0.00000000,20.15792930750,노형로
"4050006101","4050002901","4050002900",3.00000000,"106","000","1136",지방도1136호선,"0","0","000",70.00000000,"0",0.00000000,0.00000000,156.81785004400,노형로
"4050006201","4050002900","4050002901",1.00000000,"106","000","1136",지방도1136호선,"0","0","000",80.00000000,"0",0.00000000,0.00000000,152.11495661300,노형로
"4050006102","4050002902","4050002901",3.00000000,"106","000","1136",지방도1136호선,"0","0","000",70.00000000,"0",0.00000000,0.00000000,386.57988171500,노형로
"4050006202","4050002901","4050002902",3.00000000,"106","000","1136",지방도1136호선,"0","0","000",70.00000000,"0",0.00000000,0.00000000,398.97828414100,노형로
"4050175700","4050060300","4050057400",1.00000000,"107","000","-",삼성로,"0","0","000",30.00000000,"0",0.00000000,0.00000000,625.90445155100,기존
"4050175800","4050057400","4050060300",1.00000000,"107","000","-",삼성로,"0","0","000",60.00000000,"0",0.00000000,0.00000000,626.95904971000,기존
"4050183100","4050062700","4050059700",1.00000000,"107","000","-",신산로,"0","0","000",60.00000000,"0",0.00000000,0.00000000,173.41575873100,기존
