CS_ID,CS_NAME,lat,long,real_lat,real_long
2340,함덕농협 하나로마트,33.537,126.675,33.536657,126.674625
1786,바다목장,33.345,126.183,33.34607951,126.1793437
1801,한경농협,33.346,126.191,33.3465629,126.1902065
1803,GS25 너울빌리지점,33.363,126.196,33.36274266,126.1933741
1954,현대블루핸즈 한림점,33.438,126.28,33.4358428,126.2778418
459,남원하나로마트,33.284,126.721,33.2843692,126.7217541
3728,위미농협,33.275,126.663,33.2745832,126.6609677
388,희준카센타,33.247,126.222,33.24693381,126.2221662
2797,코리아마트,33.252,126.57,33.2523774,126.570198
2536,롯데하이마트 서귀포점,33.254,126.566,33.2539126,126.5661853
2528,천지공영주차장,33.253,126.559,33.2515976,126.5594295
2808,현대오일뱅크 선반내주유소,33.253,126.548,33.2529872,126.5509089
517,잠도둑 게스트하우스,33.363,126.865,33.3588533,126.864433
3550,GS25 서광점,33.289,126.324,33.28923399,126.3220078
3574,동광 R 주차장,33.31,126.341,33.3109558,126.3416458
122,한우명품관,33.258,126.586,33.2572426,126.5885177
3020,대유랜드,33.277,126.395,33.2787568,126.394896
2763,롯데호텔,33.25,126.411,33.2485349,126.4103936
2690,GS25 대포점,33.239,126.436,33.23916549,126.436134
138,GS25 중문사거리점,33.259,126.427,33.25821268,126.4269498
2664,약천사,33.291,126.461,33.2888115,126.4603899
3943,성읍랜드,33.398,126.788,33.39830245,126.7871594
480,표선농협,33.324,126.832,33.3247771,126.8319867
3959,NH농협은행 제주수련원,33.326,126.798,33.3255768,126.7999334
3064,㈜상효원,33.307,126.588,33.3072182,126.5860938
910,제주 웰컴센터,33.486,126.5,33.4863166,126.4990979
1142,제주전기렌트카,33.501,126.455,33.50038661,126.4572692
1858,한림공원,33.392,126.239,33.3894949,126.2396825
2989,홈플러스,33.261,126.559,33.2604879,126.5600101
2753,신라호텔,33.249,126.408,33.2475582,126.4081161
3207,중문교회,33.258,126.425,33.258334,126.4214249
132,중문덤장,33.258,126.406,33.2576625,126.4082795
4049,해비치리조트,33.325,126.845,33.3234478,126.8447796
3149,상남아크로타워,33.282,126.278,33.28070729,126.2782605
4111,세븐일레븐 온평,33.411,126.908,33.41319489,126.9090256
3522,세븐일레븐 산방산로드,33.238,126.307,33.2376527,126.3072228
2114,세븐일레븐 애월신엄,33.47,126.364,33.4701674,126.363791
586,이마트신제주점,33.485,126.48,33.4849511,126.4804897
1350,이마트제주점,33.519,126.521,33.5179985,126.5212165
100,이마트서귀포점,33.249,126.51,33.2484335,126.5092187
2115,CU 제주씨앤블루점,33.478,126.365,33.47786089,126.3653153
2356,CU 제주교래점,33.436,126.68,33.43626569,126.6790176
3897,CU 서귀태흥점,33.292,126.756,33.2929303,126.7575155
473,CU 제주표선남촌점,33.318,126.829,33.31670479,126.8286174
2107,모노리스제주파크,33.396,126.361,33.3916367,126.3555151
2429,덕천리연수원,33.483,126.746,33.4875872,126.7470774
1322,셀스퀘어빌딩,33.516,126.591,33.5156633,126.590567
3785,대발이파크,33.276,126.706,33.2746312,126.7058491
308,GS25제주대흘점,33.499,126.659,33.4977094,126.659133
4153,GS25성산오조점,33.469,126.921,33.4689629854,126.921889677
252,GS25제주한경점,33.335,126.257,33.3312684423,126.256117907
1122,한국전력 제주전력지사,33.498,126.537,33.498292,126.536771
2828,한국전력 제주본주 서귀포지사,33.254,126.511,33.2541046,126.5108726
3057,제스코마트 서귀포점,33.308,126.57,33.3160617,126.5750986
2020,보타리본사,33.419,126.314,33.4086372,126.3173876
2085,보타리농장,33.358,126.348,33.3689588,126.3505941
1648,첨단과학단지(엘리트빌딩),33.453,126.573,33.4529415,126.5726186
1647,첨단과학단지(스마트빌딩),33.454,126.576,33.45396077,126.5784926
1633,첨단과학단지(세미앙빌딩),33.443,126.571,33.44233843,126.5714509
1974,제주 에코그린리조트,33.442,126.29,33.4359116,126.2916831
811,노형부영1차,33.481,126.485,33.4800824,126.4853946
3534,제주신화월드호텔앤리조트,33.303,126.316,33.30497395,126.3163542
